gene_id,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_027763,301,403,437,391,706,547,442,588,422,716
FUN_027786,574,945,549,686,1013,777,813,862,884,1262
FUN_027830,301,326,408,315,698,493,333,644,532,785
FUN_027842,35,56,51,42,34,45,50,29,43,51
FUN_027857,7,22,14,12,8,15,17,26,18,32
FUN_027878,32,637,257,14,257,169,0,197,208,310
FUN_027985,5969,6597,8874,7221,6522,5455,4942,6562,4897,6642
FUN_027990,864,1313,1079,983,2135,1868,1271,1891,1767,2511
FUN_028018,243,293,81,217,438,407,440,541,476,628
FUN_030368,12,15,4,12,29,13,31,26,21,37
FUN_030369,704,1128,957,747,1476,1261,1120,1377,1279,1566
FUN_028384,981,1457,1381,1389,1850,1423,1355,1882,1498,2062
FUN_028396,469,634,384,539,1010,786,635,920,744,1135
FUN_030370,2,3,0,3,2,4,0,3,3,7
FUN_028475,449,560,369,425,717,561,448,570,586,927
FUN_028458,143,301,325,194,380,311,177,352,307,475
FUN_028546,258,382,311,411,456,328,302,481,339,510
FUN_028571,95,180,105,122,224,199,137,194,117,243
FUN_028585,51,53,39,52,247,263,80,500,299,332
FUN_028604,77,106,76,89,250,268,110,570,419,357
FUN_028635,46,54,31,47,63,43,44,77,39,74
FUN_028641,132,188,208,163,306,234,178,251,229,250
FUN_028844,8,11,12,13,40,15,13,29,25,35
FUN_028856,20,24,14,0,26,15,7,23,19,31
FUN_028876,16,16,35,13,21,20,21,23,17,30
FUN_028689,0,0,0,0,0,0,0,1,3,0
FUN_028729,0,0,0,0,0,0,0,2,2,0
FUN_028789,0,0,0,0,0,3,0,5,0,3
FUN_028670,406,486,275,348,1828,2245,1475,2152,2132,3054
FUN_028698,80,109,30,79,360,391,401,507,463,608
FUN_028736,25,33,7,20,200,270,226,374,352,473
FUN_028830,64,57,22,42,40,22,85,41,31,62
FUN_029160,0,0,0,0,0,0,0,0,0,0
FUN_029129,6,3,2,4,13,2,9,12,11,13
FUN_029027,1154,1740,1820,1539,1640,1352,1571,1714,1568,1853
FUN_029044,205,336,371,269,474,397,317,502,308,579
FUN_029061,604,864,629,887,994,861,848,855,915,1516
FUN_029256,898,1083,847,869,1574,1315,954,1408,1171,1635
FUN_029280,498,698,567,726,1262,982,926,1296,1104,1424
FUN_029336,101,112,107,133,221,404,122,256,116,228
FUN_029374,0,46,17,51,107,76,67,136,120,131
FUN_029354,969,1312,942,1026,2234,1817,1612,2358,2149,2633
FUN_029406,3,0,0,2,0,0,3,3,0,2
FUN_029382,706,1154,721,912,1217,1101,1206,1164,1155,1503
FUN_029324,21638,28588,24372,24129,45794,35470,30728,70053,38782,63395
FUN_029484,0,0,0,0,9,0,4,0,0,0
FUN_029529,0,0,0,0,0,0,0,0,0,0
FUN_029426,616,776,784,786,1376,1045,843,1404,1032,1433
FUN_029435,793,1184,802,922,1239,1051,1204,1284,1166,1570
FUN_029506,18,2,9,16,14,13,21,27,30,19
FUN_029449,132,206,138,219,318,267,217,273,239,337
FUN_029590,0,0,0,0,0,0,0,0,0,0
FUN_029583,9,23,30,25,63,40,23,37,47,46
FUN_029648,11,28,8,18,26,34,17,12,28,22
FUN_029650,86,141,95,113,141,111,105,116,109,177
FUN_029658,18,59,71,25,71,63,39,45,49,62
FUN_029661,105,161,123,82,139,136,167,121,143,226
FUN_029736,96,211,107,112,249,320,145,236,224,249
FUN_029693,0,0,0,0,0,0,0,0,0,16
FUN_029681,8,8,3,7,8,10,10,9,11,12
FUN_029698,71,82,51,73,121,140,101,92,107,118
FUN_029709,42,114,96,74,84,98,78,98,97,118
FUN_029720,210,337,183,273,516,475,289,671,521,610
FUN_029549,0,0,0,0,0,0,0,0,0,0
FUN_029540,118,188,74,132,238,187,179,211,231,276
FUN_029555,233,284,92,245,445,329,387,436,407,501
FUN_029568,169,157,250,176,262,235,205,274,251,322
FUN_029575,2994,4718,4106,3454,6165,4894,3716,5644,4765,7710
FUN_029578,220,353,296,259,400,333,305,425,322,497
FUN_029739,81,92,130,130,236,243,107,261,215,246
FUN_029747,155,198,175,189,414,331,249,416,374,451
FUN_029795,3,4,2,0,3,5,0,0,0,4
FUN_029820,152,163,183,169,322,253,158,317,273,361
FUN_029888,43,59,54,72,87,65,62,63,75,131
FUN_029872,131,194,191,148,321,197,142,265,218,258
FUN_029873,178,270,254,276,438,351,274,406,447,491
FUN_029877,634,1006,625,690,1199,894,901,1143,1093,1574
FUN_029825,1154,1921,2102,1497,2262,1781,1573,2040,1643,2489
FUN_029827,1155,1637,1285,1525,1199,957,1382,1154,1170,1583
FUN_029838,1563,2347,1739,1576,3993,2307,1685,3356,2139,3342
FUN_029849,222,365,224,306,185,141,227,108,175,183
FUN_029866,2090,3064,2310,2527,2834,2527,2380,2650,2090,2885
FUN_029912,236,357,360,288,800,629,505,878,607,883
FUN_029913,258,351,386,277,571,454,351,640,454,662
FUN_029897,332,813,597,604,887,939,921,1253,1016,1314
FUN_029902,149,223,96,141,259,219,174,337,325,355
FUN_029909,830,1213,862,900,1438,1106,949,1338,1308,1638
FUN_029907,103,100,143,136,305,181,119,246,185,317
FUN_029910,50,56,23,44,48,41,46,71,61,74
FUN_029932,1,0,0,4,0,0,0,0,3,1
FUN_029945,0,10,0,0,7,5,0,6,0,15
FUN_029948,6,8,3,8,3,11,12,10,10,18
FUN_029954,24,40,33,34,50,34,26,38,24,55
FUN_029957,5,7,16,13,8,0,10,7,11,22
FUN_029969,19,20,18,28,41,14,30,42,12,35
FUN_029962,198,260,238,339,339,258,290,352,291,343
FUN_029966,300,406,328,394,652,501,350,567,468,666
FUN_029917,168,138,109,109,156,167,148,129,130,170
FUN_029914,4760,5991,5870,4799,7656,5541,5487,7545,6670,8789
FUN_029980,83,100,120,105,236,177,148,225,169,225
FUN_029974,189,255,323,250,411,366,261,435,339,403
FUN_029976,1306,1995,2305,1533,2536,2118,1798,2192,1670,2399
FUN_030021,273,299,248,292,428,350,306,330,274,571
FUN_029997,0,0,2,0,0,1,0,0,0,0
FUN_030006,0,0,1,0,0,4,2,0,0,1
FUN_029983,123,218,174,248,131,156,192,104,104,175
FUN_029987,1018,1613,1038,1141,2170,1823,1398,1906,1778,2686
FUN_030001,125,191,48,122,192,155,223,317,241,397
FUN_030003,51,103,25,67,89,100,138,139,142,228
FUN_030023,131,156,191,131,215,105,103,129,102,181
FUN_030027,280,464,496,416,724,534,484,602,549,694
FUN_030029,982,1518,684,974,1631,1364,1235,1714,1344,1817
FUN_030035,221,275,148,189,474,397,332,338,366,490
FUN_030039,245,358,104,255,463,405,338,330,361,605
FUN_030043,561,635,439,593,1223,903,741,1168,969,1355
FUN_030045,112,167,193,127,192,175,108,189,161,228
FUN_030047,146,185,225,187,290,221,156,291,227,296
FUN_030046,28,37,36,46,43,36,31,55,49,62
FUN_030049,1112,1622,1826,1859,2266,1874,1433,2012,1693,2271
FUN_030050,855,1422,1075,1424,2677,2091,1555,2492,2008,2727
FUN_030052,349,643,627,492,770,462,523,648,499,810
FUN_030053,293,421,387,364,1519,1992,1513,2204,1788,2201
FUN_030054,30,32,63,41,34,18,7,25,19,30
FUN_030055,2,5,7,2,1921,3421,2238,3470,3228,3838
FUN_030066,58,104,135,107,149,144,102,155,115,231
FUN_030068,23,40,33,31,57,48,29,46,28,46
FUN_030124,4,8,13,11,19,9,2,5,2,7
FUN_030127,1,1,0,2,0,1,1,1,2,3
FUN_030129,7,12,8,16,9,6,7,10,8,12
FUN_030131,4,4,0,2,3,7,2,6,8,5
FUN_030132,3,1,0,0,3,1,1,0,0,1
FUN_030138,6,10,3,3,29,12,9,9,19,20
FUN_030142,1,2,1,4,7,4,1,4,4,6
FUN_030145,6,2,3,5,9,7,6,7,8,4
FUN_030147,0,18,0,15,20,0,18,18,15,17
FUN_030151,4,3,4,4,5,1,3,10,8,12
FUN_030152,4,11,5,4,6,9,3,10,9,18
FUN_030157,1,2,2,5,7,4,1,5,5,6
FUN_003252,15,2,9,10,41,22,15,39,22,46
FUN_003301,18,37,20,31,85,50,21,63,38,61
FUN_003854,13,30,23,22,24,27,8,25,17,19
FUN_004938,1,2,0,0,0,0,0,0,0,1
FUN_004005,94,367,279,270,46,64,392,29,37,57
FUN_030490,122,160,158,167,117,115,198,127,115,209
FUN_004706,13,22,13,14,34,18,17,29,33,23
FUN_004894,13,29,8,9,46,26,25,30,32,24
FUN_030063,8675,16277,12493,12601,14818,14334,10792,13615,9499,20206
FUN_005047,573,548,559,585,336,437,612,272,265,468
FUN_005157,2,4,0,3,2,0,1,3,3,2
FUN_005766,0,192,8,9,111,67,7,104,157,79
FUN_005657,8,269,0,15,144,78,7,167,160,123
FUN_005357,779,963,470,525,2117,1640,628,1546,1212,1633
FUN_006280,10,29,14,7,47,10,14,49,43,47
FUN_030491,901,911,674,915,1695,1282,1068,1669,1494,1842
FUN_006604,607,937,1323,1145,1261,1108,841,1130,900,1177
FUN_008901,230,311,426,370,500,445,279,471,365,569
FUN_007240,53,101,98,96,96,118,64,83,90,67
FUN_007434,667,881,983,1095,561,487,760,457,518,537
FUN_007687,194,324,353,275,420,263,280,382,348,421
FUN_030492,14,13,9,8,17,21,16,23,20,27
FUN_008108,220,297,410,352,491,428,273,458,354,544
FUN_008210,465,682,714,543,499,440,482,486,558,574
FUN_008357,266,406,338,417,199,125,343,167,207,236
FUN_008501,342,533,578,466,723,529,484,663,589,732
FUN_008592,10,15,8,4,7,16,4,9,9,10
FUN_008978,356,560,624,471,429,355,414,431,404,444
FUN_009185,24,150,127,150,26,25,41,12,26,19
FUN_009519,0,3,0,5,0,2,0,4,4,5
FUN_009583,142,201,173,142,211,155,129,184,194,262
FUN_010119,20,22,5,9,2,5,13,7,15,15
FUN_010153,6,13,1,12,6,3,7,4,3,9
FUN_010195,29,48,12,29,14,22,26,5,37,28
FUN_010249,9,21,3,14,7,5,14,4,8,7
FUN_010319,12,21,8,26,10,3,16,8,23,13
FUN_010344,36,52,27,37,15,14,41,6,26,34
FUN_010393,29,47,15,26,11,12,19,4,14,18
FUN_010497,308,532,552,401,170,132,227,97,211,249
FUN_010604,65,178,107,79,64,44,74,50,68,83
FUN_010766,1170,1716,2169,1827,2298,1695,1865,2345,2054,2339
FUN_011192,3987,5303,5190,5248,5957,4794,4772,5840,4713,5686
FUN_011434,1042,1219,908,920,1300,1104,988,1007,980,1401
FUN_011618,477,440,675,507,1410,1127,451,1356,932,1499
FUN_012036,127,132,198,117,219,170,145,177,163,243
FUN_012092,89,131,105,98,149,137,110,126,83,173
FUN_011683,7,6,0,6,5,3,0,11,0,8
FUN_011796,2069,2910,2218,2149,2924,2531,2576,3747,2910,3813
FUN_011970,233,351,476,396,660,484,341,580,441,700
FUN_012216,0,14,0,9,0,12,0,10,7,0
FUN_012299,215,177,214,232,58,110,232,16,12,99
FUN_022857,78,74,56,55,69,41,49,70,50,107
FUN_022878,2562,2838,2785,1959,10381,8290,5913,11020,8257,11424
FUN_022925,462,771,425,701,164,221,575,88,130,268
FUN_023047,57,131,137,123,140,122,102,106,116,146
FUN_023087,46,71,97,61,215,186,85,147,102,234
FUN_023129,157,167,150,169,289,350,287,353,277,430
FUN_023178,6,122,159,316,2,20,54,5,6,2
FUN_013194,221,301,343,283,394,328,251,402,297,451
FUN_015018,0,0,0,0,0,3,0,0,0,4
FUN_015591,36,61,63,55,77,49,28,63,67,70
FUN_017341,0,0,0,0,0,0,0,0,0,0
FUN_017402,0,0,0,3,0,0,0,0,0,2
FUN_017735,0,0,0,0,0,0,0,0,0,0
FUN_018403,0,0,0,0,0,0,0,0,0,0
FUN_018571,0,0,2,3,2,0,0,0,0,0
FUN_019651,0,63,55,52,58,52,95,0,49,68
FUN_021131,0,0,0,0,0,0,0,0,0,0
FUN_021676,0,1,0,0,0,0,2,0,4,0
FUN_021974,0,0,0,0,2,0,0,0,0,0
FUN_012711,77,88,105,89,117,116,69,141,108,138
FUN_012822,3,9,6,4,14,7,7,28,17,19
FUN_013014,12,7,6,6,4,2,0,20,0,4
FUN_013042,10,3,6,5,9,5,8,7,7,11
FUN_013325,294,421,334,270,783,554,380,558,619,750
FUN_013435,192,251,316,233,447,383,259,365,330,535
FUN_013509,114,185,146,183,211,266,163,220,196,208
FUN_013619,31,142,183,209,45,76,64,36,20,34
FUN_013734,3,0,0,3,7,2,8,0,0,0
FUN_013806,4,17,13,27,4,13,18,7,0,4
FUN_013940,86,292,317,456,83,94,200,51,33,81
FUN_014225,16,22,15,16,39,31,18,34,21,40
FUN_014564,101,105,87,56,228,218,126,357,218,322
FUN_014668,4,38,33,59,26,6,23,4,6,13
FUN_014911,10,15,28,34,8,9,27,6,0,6
FUN_015844,1,4,0,2,9,11,2,4,5,7
FUN_016425,293,454,304,389,371,532,472,362,358,553
FUN_016569,6,3,2,3,4,23,12,3,2,9
FUN_016693,60,70,57,52,62,140,75,82,104,108
FUN_016731,98,154,117,85,188,188,136,165,178,195
FUN_017449,112,140,170,148,117,111,77,94,91,152
FUN_017528,11,31,18,12,13,9,15,12,31,22
FUN_018697,2,7,8,3,13,9,1,10,7,12
FUN_019098,2,0,0,3,0,1,2,0,2,1
FUN_019740,3,30,14,18,7,29,22,21,21,13
FUN_019861,1051,1562,1620,1088,1001,582,982,719,738,956
FUN_019954,2871,3767,3324,2804,3369,2173,2702,2693,2672,3558
FUN_020364,171,218,232,179,383,298,194,348,307,416
FUN_020390,1339,1848,2075,1706,3202,2401,1843,2844,2215,3359
FUN_020430,47,86,74,62,116,91,73,144,73,117
FUN_020472,739,1102,917,795,1629,1333,1021,1599,1121,1651
FUN_020524,224,331,325,288,658,612,363,556,427,725
FUN_020577,649,893,521,634,1178,938,843,1134,980,1403
FUN_020665,1005,1676,1278,1231,2693,2458,1818,2631,2234,3340
FUN_020805,28,25,35,44,31,26,71,0,0,43
FUN_020895,18,48,42,28,48,34,25,31,23,44
FUN_021173,57,90,128,78,78,70,53,77,75,136
FUN_021199,60,69,59,88,98,71,98,82,67,112
FUN_021221,109,141,61,95,124,76,172,191,123,189
FUN_021314,22,31,43,18,118,130,0,303,97,239
FUN_021363,306,288,415,82,520,423,266,372,422,381
FUN_021422,84,140,85,120,127,120,101,138,125,148
FUN_021493,2,0,0,0,2,0,0,0,3,0
FUN_021506,265,170,191,34,110,208,200,96,72,53
FUN_021554,1340,1761,1342,1805,3211,2860,1950,3188,2622,3288
FUN_021643,1206,1579,1681,1225,2282,1882,1327,2256,1735,2442
FUN_022070,16,21,24,30,42,28,21,32,30,53
FUN_022111,378,571,587,465,761,521,495,690,532,686
FUN_022145,102,192,87,130,170,193,132,129,154,215
FUN_023343,32,44,41,38,25,37,37,36,21,47
FUN_023379,7,0,0,0,0,0,0,0,4,0
FUN_023680,0,19,6,22,18,19,21,16,15,19
FUN_023779,110,177,73,144,282,238,183,311,272,363
FUN_023233,1608,2428,2308,2348,4211,3101,2799,4126,3217,3988
FUN_023273,228,364,216,225,470,524,293,534,414,604
FUN_023907,653,755,882,644,934,880,1493,783,779,1126
FUN_023982,8,17,11,10,15,0,5,19,8,17
FUN_023951,491,504,638,540,1521,1486,1833,1638,1329,1917
FUN_024171,0,0,0,0,0,0,0,0,0,0
FUN_024047,701,949,427,401,1536,1424,570,1591,1068,1381
FUN_024119,136,207,109,90,293,254,103,286,169,272
FUN_024294,0,0,0,0,0,6,0,0,0,0
FUN_024207,5,14,5,3,10,8,6,16,19,20
FUN_024211,12,37,21,20,28,16,22,43,32,48
FUN_024219,27,39,33,23,51,34,18,59,23,52
FUN_024244,133,85,132,90,340,294,351,289,261,281
FUN_024279,12,27,16,7,12,26,8,48,37,36
FUN_024375,60,95,51,80,163,88,102,157,116,208
FUN_024337,146,263,229,235,370,302,212,371,296,427
FUN_024352,137,164,173,148,317,264,168,249,273,447
FUN_024862,44,48,45,41,16,19,75,0,0,16
FUN_024903,17,0,0,0,0,0,0,0,0,0
FUN_025002,0,10,0,7,5,7,9,17,6,16
FUN_024413,243,346,279,328,678,528,298,748,586,766
FUN_024454,59,79,51,72,118,90,62,104,88,111
FUN_024657,149,194,215,195,350,335,187,326,233,329
FUN_024683,1591,2330,2485,1678,2813,2360,1867,2494,2046,2870
FUN_025160,6,14,14,0,62,10,11,6,8,113
FUN_025169,11,0,12,6,20,12,9,0,15,32
FUN_025232,5,1,2,2,5,5,3,9,3,3
FUN_025192,60,124,107,49,293,168,83,279,159,308
FUN_025056,501,1441,579,521,2008,1135,551,1197,825,614
FUN_025103,182,500,313,301,732,387,322,406,476,401
FUN_025129,59,135,204,223,45,30,260,0,0,38
FUN_025255,115,186,182,98,436,218,123,460,242,424
FUN_025322,118,191,158,144,521,389,192,726,437,609
FUN_025366,251,488,410,260,1003,643,354,1475,783,1175
FUN_025396,103,242,208,112,363,174,102,406,343,447
FUN_025441,1095,1824,2125,2024,127,676,1964,73,38,152
FUN_025621,0,0,0,0,0,0,0,0,0,3
FUN_025482,170,117,115,237,72,127,273,0,0,112
FUN_025654,40,50,71,40,188,108,85,138,139,153
FUN_025735,8,8,6,5,7,18,8,11,7,11
FUN_025689,45,78,83,62,112,116,72,145,116,133
FUN_025764,8,15,18,9,23,30,7,15,5,15
FUN_025785,26,205,112,145,86,122,205,129,148,109
FUN_025889,0,0,0,0,22,13,6,17,18,21
FUN_025840,851,1344,650,792,2056,1754,1118,2373,1914,2724
FUN_025911,184,253,256,218,553,533,378,642,503,675
FUN_026046,78,119,37,81,221,205,116,142,90,218
FUN_026106,120,164,54,86,251,195,139,212,117,330
FUN_026152,163,225,167,175,401,301,171,262,188,524
FUN_026190,79,135,46,98,198,188,151,208,175,288
FUN_026412,14,12,0,18,16,0,10,0,15,27
FUN_026338,326,475,291,338,620,482,510,534,486,667
FUN_026533,80,78,107,41,108,102,97,81,73,112
FUN_026580,33,46,40,30,50,36,32,32,32,61
FUN_026728,0,0,0,0,0,9,4,8,0,0
FUN_030493,0,8,0,0,16,0,5,12,7,9
FUN_026927,2,0,0,0,1,0,0,0,0,0
FUN_026946,4,0,22,19,40,16,12,12,13,23
FUN_026984,0,0,4,0,0,0,0,0,0,0
FUN_027097,3,0,3,10,6,0,0,3,2,6
FUN_026861,240,243,327,266,544,383,303,522,364,555
FUN_027129,21,38,16,29,73,52,38,66,42,66
FUN_027143,46,69,83,55,162,102,37,121,97,122
FUN_027346,0,9,0,0,0,10,5,0,0,5
FUN_027259,0,10,6,15,5,4,17,0,0,6
FUN_027298,349,402,414,502,84,240,530,0,0,189
FUN_027397,64,87,58,92,17,49,127,0,0,33
FUN_027405,2,0,3,0,0,1,4,0,0,2
FUN_027463,2625,4017,3255,2441,6008,4255,3407,8320,5263,7155
FUN_027611,73,272,204,466,56,93,235,0,0,86
FUN_027798,15,44,47,71,65,35,21,30,37,41
FUN_027837,6,11,17,17,24,17,15,26,28,44
FUN_027724,0,0,0,0,0,0,0,0,0,0
FUN_027761,0,0,0,0,2,0,0,0,1,0
FUN_030494,98,128,106,148,63,59,71,43,38,61
FUN_027674,14,56,21,56,38,37,28,25,26,47
FUN_027770,12,15,14,11,15,18,0,13,11,35
FUN_027497,1558,2140,1474,1546,3849,3183,2377,3667,3455,4697
FUN_027514,595,706,692,739,1285,988,801,1355,1001,1377
FUN_030495,345,348,485,426,992,848,409,979,731,1162
FUN_027902,332,498,374,300,882,760,462,906,783,893
FUN_027919,257,395,201,325,805,698,530,781,708,843
FUN_027935,148,149,67,129,394,294,278,379,359,439
FUN_027963,194,234,80,148,502,388,406,554,499,554
FUN_028400,0,0,0,0,6,0,6,6,13,8
FUN_028428,0,0,0,0,0,0,0,0,0,0
FUN_028456,0,0,0,0,0,0,0,0,0,0
FUN_028372,45,45,25,44,37,37,63,44,35,36
FUN_028099,276,325,288,445,561,386,328,493,424,523
FUN_028170,271,366,289,282,540,482,374,528,421,603
FUN_028190,295,466,344,359,834,653,517,750,767,975
FUN_028207,130,149,171,161,269,317,164,337,210,289
FUN_028483,0,0,0,0,0,0,1,0,0,0
FUN_028512,0,0,0,0,0,0,1,0,0,0
FUN_028636,0,10,12,19,23,14,0,23,21,14
FUN_028497,13,7,3,6,1,5,9,3,4,4
FUN_028524,100,136,83,165,35,38,226,37,13,58
FUN_028599,108,228,209,192,54,69,161,45,29,40
FUN_028625,279,1134,571,369,66,59,120,49,32,227
FUN_028673,185,267,243,275,326,303,311,249,265,271
FUN_028772,0,36,0,8,0,0,0,0,0,0
FUN_028782,7,11,7,5,19,6,5,18,0,29
FUN_028784,5,8,7,7,15,8,9,18,17,27
FUN_028821,0,0,0,0,0,0,0,0,0,0
FUN_028810,15,26,21,23,33,24,24,42,44,42
FUN_029060,0,27,6,22,0,0,11,0,0,0
FUN_028738,297,143,224,196,86,137,275,68,0,47
FUN_028753,160,82,43,106,0,65,140,0,0,0
FUN_028701,3569,4108,4664,4806,105,2123,4153,43,42,58
FUN_029032,7,58,60,48,37,39,26,24,46,48
FUN_029038,13,47,31,35,41,30,34,53,26,53
FUN_029046,4,4,2,2,4,3,5,3,8,2
FUN_029071,3,14,18,15,23,15,5,29,23,15
FUN_029081,14,39,13,40,19,10,10,20,9,27
FUN_029094,7,23,17,28,0,0,0,0,11,0
FUN_029105,6,22,18,26,13,18,16,17,8,9
FUN_029107,6,20,21,36,17,10,0,12,0,9
FUN_029124,0,9,7,13,0,0,7,0,0,0
FUN_029139,0,7,6,12,0,4,0,5,0,8
FUN_029150,2,2,0,0,0,1,0,0,0,0
FUN_029156,0,19,7,9,0,0,8,16,0,1
FUN_029158,192,3340,4192,4476,142,316,1020,0,0,144
FUN_029171,97,384,349,528,0,81,264,0,0,27
FUN_029205,4,6,6,8,9,8,8,10,9,6
FUN_029187,50,128,35,111,15,86,109,0,3,43
FUN_029178,293,1682,1970,2232,104,541,1284,83,62,79
FUN_029303,210,262,253,161,745,561,364,673,759,949
FUN_029308,274,439,431,390,661,529,328,635,468,740
FUN_029333,0,10,7,0,0,0,0,0,4,0
FUN_029319,86,150,128,97,148,127,89,101,102,135
FUN_029322,104,173,111,119,204,152,125,141,136,196
FUN_030496,7711,21074,15509,31786,365,8334,18193,102,74,302
FUN_029287,1267,18221,11359,17026,144,1758,4888,34,36,108
FUN_029348,368,361,417,341,799,673,386,811,608,853
FUN_029378,4,16,8,17,7,9,14,9,13,18
FUN_029355,11,20,12,15,31,26,13,36,31,40
FUN_029361,42,61,65,48,114,102,49,74,94,90
FUN_029367,35,63,93,65,94,87,48,72,79,91
FUN_029469,40,30,34,27,50,37,38,37,47,52
FUN_029481,6,0,0,0,0,0,0,4,0,0
FUN_029615,3,3,2,0,8,6,0,4,7,6
FUN_029459,392,527,412,371,761,563,545,673,711,985
FUN_029707,93,171,131,197,260,201,170,171,156,265
FUN_029738,0,4,0,0,8,0,0,11,8,7
FUN_029725,2,2,4,2,32,43,28,27,4,34
FUN_029733,1123,1554,1345,1384,1445,1241,1579,1110,1130,1905
FUN_029777,527,750,698,693,872,670,639,895,745,1141
FUN_029775,14,25,33,15,28,35,18,32,17,34
FUN_029797,3,0,0,5,2,5,0,0,0,4
FUN_029806,67,45,30,13,4,25,54,7,0,0
FUN_029811,109,112,80,36,10,17,71,0,0,10
FUN_029785,487,634,522,235,894,503,470,702,840,1045
FUN_029794,32,15,50,25,24,51,16,6,14,49
FUN_029817,553,914,332,144,1258,190,186,41,67,76
FUN_029859,15,21,12,14,4,17,16,12,0,6
FUN_029874,182,264,270,183,254,270,243,149,185,277
FUN_029867,948,1249,806,1108,2936,2199,1903,2826,2164,3226
FUN_029870,128,177,208,182,406,387,255,419,328,461
FUN_029878,380,1175,1051,894,187,251,586,138,99,197
FUN_029880,290,473,440,363,601,451,487,582,567,721
FUN_030497,1090,1380,1206,1001,2176,1759,1129,2408,2021,2784
FUN_029928,3,6,2,3,1,1,0,5,0,3
FUN_029930,0,0,0,0,9,0,0,0,0,12
FUN_029933,0,0,0,0,0,0,0,0,0,7
FUN_029935,9,0,3,0,0,0,3,0,0,0
FUN_029941,2,0,0,1,2,0,0,2,4,3
FUN_030498,230,163,184,147,131,78,221,110,39,165
FUN_029947,7,0,0,3,7,0,2,0,3,4
FUN_029970,8,16,10,17,21,14,0,4,10,13
FUN_029823,58164,84292,65427,67033,88785,71170,70306,79360,74270,89585
FUN_029975,6,4,5,0,7,3,9,0,9,19
FUN_029978,26,49,40,36,51,81,18,37,36,39
FUN_029982,1313,2036,1976,1516,2627,1881,1871,2365,1905,2858
FUN_030002,145,223,183,160,229,132,109,229,213,311
FUN_030004,382,407,440,389,901,685,420,796,700,837
FUN_030007,287,390,284,351,614,542,333,619,504,744
FUN_030009,2033,2750,2463,2582,4389,3303,2834,3994,3232,4064
FUN_029985,30964,37382,41950,38242,41258,35443,35418,38832,32182,38929
FUN_029991,712,813,946,723,846,652,707,805,699,914
FUN_029995,402,464,608,411,393,147,445,226,103,491
FUN_030012,0,10,24,19,9,6,0,10,6,13
FUN_030013,648,870,521,758,757,683,895,700,780,760
FUN_030015,37,31,12,37,39,15,23,27,27,24
FUN_030017,75,86,22,48,61,59,98,53,69,77
FUN_030019,70,146,129,132,193,155,96,216,169,205
FUN_030020,61,127,55,93,255,250,68,230,181,264
FUN_030067,11,21,10,14,16,28,15,19,18,33
FUN_030030,227,319,184,239,524,342,241,527,373,673
FUN_030032,67,119,114,113,184,174,68,155,142,209
FUN_030077,0,0,0,0,0,0,0,0,0,0
FUN_030078,0,0,0,0,0,0,0,0,0,0
FUN_030080,136,192,198,173,326,304,218,327,320,369
FUN_030074,129,154,186,219,313,283,176,265,221,313
FUN_030087,199,356,240,235,589,537,371,474,279,506
FUN_030090,1978,2689,2157,2395,4120,3207,2796,3967,2998,4181
FUN_030091,1,1,1,1,1,1,1,1,1,2
FUN_030093,147,178,127,157,372,295,191,272,264,431
FUN_030098,225,304,234,223,47,144,227,0,0,101
FUN_030095,5566,4686,3873,6535,1054,264,8080,0,8,2010
FUN_030096,1578,1973,1652,3162,496,177,3417,0,0,769
FUN_030100,3314,3333,3097,3078,10070,8448,4841,9551,8002,11181
FUN_030104,541,530,555,1135,157,75,954,0,0,262
FUN_030101,793,753,844,1090,78,58,1372,0,0,161
FUN_030102,1978,1125,1180,1466,288,84,1840,0,5,615
FUN_030105,62,89,83,148,23,7,129,0,0,32
FUN_030106,111,91,75,195,33,20,176,0,0,57
FUN_030108,284,227,182,312,62,0,351,0,0,137
FUN_030118,0,4,0,0,2,170,0,4,8,0
FUN_001958,0,0,8,6,9,7,0,8,0,6
FUN_030121,48,72,88,67,120,87,77,89,102,112
FUN_030109,1862,1685,1219,2364,630,176,2966,8,0,1218
FUN_004137,10,22,18,22,35,25,31,39,26,41
