gene_id,Name
FUN_024368,
FUN_024404,
FUN_030654,
FUN_024596,
FUN_030655,
FUN_024739,
FUN_024759,
FUN_024793,
FUN_024848,
FUN_024880,
FUN_024997,
FUN_025319,MKRN1
FUN_025447,UBE2H
FUN_025481,
FUN_025520,
FUN_025551,TRX2
FUN_025597,
FUN_025738,
FUN_025770,
FUN_025795,
FUN_025811,
FUN_025925,
FUN_025934,
FUN_026033,
FUN_026167,
FUN_026209,
FUN_026274,SRRM1_4
FUN_026322,KAT8
FUN_026364,
FUN_026417,
FUN_026504,
FUN_030675,
FUN_001813,
FUN_002800,
FUN_004204,
FUN_005189,
FUN_005754,
FUN_006211,PRG4
FUN_006340,
FUN_006616,AQP3_1
FUN_006775,
FUN_006924,AQP3_2
FUN_007139,
FUN_007366,
FUN_007665,
FUN_008109,
FUN_008658,
FUN_010600,
FUN_010802,
FUN_010858,
FUN_010887,
FUN_011749,
FUN_012010,
FUN_012089,
FUN_012635,
FUN_012995,MEF2_1
FUN_013017,MEF2_2
FUN_013369,
FUN_013947,
FUN_014121,
FUN_014276,
FUN_014402,
FUN_014546,
FUN_014754,
FUN_014903,
FUN_015083,
FUN_015275,
FUN_015358,
FUN_015539,
FUN_015590,
FUN_015737,
FUN_016038,
FUN_016261,
FUN_016380,
FUN_016420,
FUN_016764,
FUN_016898,
FUN_017186,
FUN_017376,
FUN_017508,
FUN_017617,
FUN_017690,
FUN_017842,
FUN_018024,
FUN_018464,HS2ST
FUN_018511,UCHL5
FUN_019140,
FUN_019348,
FUN_019422,
FUN_019701,
FUN_019934,
FUN_020245,
FUN_020388,
FUN_020652,
FUN_020667,
FUN_020730,
FUN_020794,
FUN_020871,
FUN_020935,
FUN_020995,
FUN_021045,
FUN_021104,
FUN_021205,
FUN_021277,
FUN_021301,
FUN_021308,
FUN_021684,
FUN_021932,
FUN_021965,
FUN_022054,
FUN_022090,
FUN_022191,
FUN_022291,
FUN_022343,
FUN_022400,
FUN_022695,
FUN_022905,
FUN_023059,
FUN_023173,
FUN_023217,
FUN_023278,
FUN_023375,
FUN_023413,MIS12
FUN_023448,
FUN_023523,
FUN_023812,
FUN_023860,
FUN_024550,
FUN_024622,
FUN_024664,
FUN_024767,
FUN_024819,
FUN_024846,
FUN_024889,
FUN_025248,
FUN_025564,DYRK3_2
FUN_025605,
FUN_025921,
FUN_025952,
FUN_025976,
FUN_026007,
FUN_026017,
FUN_030691,
FUN_002839,
FUN_002947,
FUN_003159,
FUN_003387,
FUN_003582,
FUN_003772,
FUN_004071,PRSS52_1
FUN_004228,
FUN_004442,
FUN_004598,TRIM32_1
FUN_004854,
FUN_004984,
FUN_005141,
FUN_005200,
FUN_005346,
FUN_005372,TRIM32_2
FUN_005490,
FUN_005526,
FUN_005646,
FUN_005733,
FUN_005869,
FUN_006041,
FUN_006095,
FUN_006231,
FUN_006361,
FUN_006528,
FUN_006636,
FUN_006856,
FUN_006955,
FUN_007421,
FUN_007595,
FUN_007645,TRIM32_3
FUN_007714,TRIM32_4
FUN_007971,LELP1
FUN_008146,
FUN_008270,
FUN_008460,
FUN_008627,
FUN_008789,
FUN_008919,PRSS52_2
FUN_008976,
FUN_009062,
FUN_009220,
FUN_009357,
FUN_009491,
FUN_010394,
FUN_010925,
FUN_010951,
FUN_011268,TRIM32_7
FUN_011418,
FUN_011447,
FUN_011845,
FUN_011935,
FUN_012046,
FUN_012138,
FUN_012421,C1QTNF3_3
FUN_012453,
FUN_012526,
FUN_012724,
FUN_012776,C1QTNF3_4
FUN_013039,C1QTNF3_6
FUN_013114,
FUN_013154,
FUN_013207,
FUN_013236,
FUN_014133,
FUN_014291,
FUN_014692,
FUN_014868,
FUN_015252,
FUN_015259,
FUN_015444,C1QL4_6
FUN_015772,CASD1_9
FUN_030692,
FUN_016639,
FUN_016938,
FUN_017586,
FUN_017914,
FUN_017963,
FUN_018014,
FUN_018055,
FUN_018101,
FUN_018120,
FUN_018157,
FUN_018333,PRSS21_3
FUN_018448,
FUN_018592,PRSS21_4
FUN_018634,
FUN_018727,
FUN_030693,
FUN_019618,
FUN_019712,
FUN_019732,
FUN_019770,
FUN_019945,
FUN_019995,
FUN_020102,
FUN_030694,
FUN_020444,
FUN_020481,
FUN_020626,
FUN_020673,
FUN_020714,
FUN_020768,
FUN_020833,
FUN_020852,
FUN_020962,
FUN_020980,
FUN_020997,
FUN_021023,
FUN_021105,
FUN_021147,
FUN_021186,
FUN_021241,
FUN_021284,
FUN_021309,TRIM32_9
FUN_021365,
FUN_021392,
FUN_021436,B3GALT5_7
FUN_021528,
FUN_021585,
FUN_021660,
FUN_021691,
FUN_021745,
FUN_021778,
FUN_021795,
FUN_021847,
FUN_021875,
FUN_021952,
FUN_022052,
FUN_022106,
FUN_022367,
FUN_022590,
FUN_022601,
FUN_022658,
FUN_022754,
FUN_022812,
FUN_022881,
FUN_030695,
FUN_023410,
FUN_023832,
FUN_023945,
FUN_024001,C1QL4_7
FUN_024100,KRT7_1
FUN_024163,
FUN_024168,
FUN_024192,
FUN_024276,
FUN_024301,
FUN_024359,
FUN_024374,
FUN_024390,
FUN_024458,
FUN_024509,MSMO1_8
FUN_024552,MSMO1_9
FUN_024646,MSMO1_10
FUN_024671,
FUN_024740,KRT7_2
FUN_024783,
FUN_024850,
FUN_025010,
FUN_025022,
FUN_025054,C1QTNF2_36
FUN_025198,
FUN_025390,BRE-2_40
FUN_025416,BRE-2_41
FUN_025433,BRE-2_42
FUN_025443,
FUN_000377,
FUN_000843,
FUN_001263,
FUN_001743,
FUN_002110,
FUN_002599,
FUN_002871,
FUN_004193,
FUN_004646,
FUN_006301,
FUN_006449,
FUN_006783,
FUN_007575,
FUN_007717,
FUN_007960,
FUN_008182,
FUN_008524,CD55
FUN_008800,
FUN_009035,CALD1
FUN_009090,
FUN_009920,
FUN_011225,
FUN_011751,
FUN_012282,
FUN_012799,
FUN_012980,
FUN_013169,ACHE-1_2
FUN_013243,
FUN_013342,
FUN_013481,
FUN_013740,CLE7_1
FUN_013868,
FUN_013995,
FUN_030720,
FUN_014460,
FUN_014579,
FUN_014901,
FUN_015815,
FUN_015911,
FUN_016245,
FUN_016454,
FUN_016619,
FUN_016915,
FUN_017108,
FUN_017287,
FUN_017687,
FUN_017873,
FUN_018249,
FUN_018318,
FUN_018386,
FUN_018570,SET2
FUN_018924,
FUN_030721,
FUN_019014,
FUN_019041,
FUN_019150,
FUN_019190,
FUN_019463,
FUN_019881,
FUN_020075,
FUN_020229,
FUN_020345,
FUN_021033,
FUN_021184,SHMT2
FUN_021330,
FUN_021619,
FUN_021829,
FUN_021915,
FUN_022118,
FUN_022223,
FUN_022313,
FUN_023365,
FUN_023377,
FUN_023532,
FUN_023549,
FUN_023587,
FUN_023686,
FUN_023806,
FUN_024007,
FUN_024153,
FUN_024161,
FUN_024466,
FUN_024853,
FUN_024898,
FUN_024944,
FUN_024995,MUS81
FUN_025053,
FUN_025065,
FUN_025105,
FUN_025159,
FUN_001111,
FUN_001550,
FUN_002739,
FUN_003056,
FUN_003211,RHO1_1
FUN_003382,
FUN_003492,
FUN_003573,
FUN_003829,MRPL17
FUN_003895,LRRC40
FUN_004220,
FUN_004406,
FUN_005225,
FUN_005277,
FUN_006251,
FUN_006355,
FUN_007300,
FUN_007501,
FUN_008260,
FUN_008596,
FUN_009071,
FUN_009602,
FUN_009783,
FUN_010147,
FUN_010638,
FUN_011027,
FUN_011110,
FUN_011330,
FUN_011765,
FUN_011800,
FUN_011837,
FUN_011858,
FUN_011906,
FUN_012199,
FUN_012343,
FUN_013474,
FUN_013715,
FUN_013852,
FUN_013899,
FUN_016052,
FUN_016228,
FUN_016674,
FUN_016790,
FUN_017063,
FUN_017809,
FUN_017897,
FUN_018039,
FUN_018054,
FUN_018331,
FUN_018709,
FUN_019473,
FUN_019628,
FUN_019929,
FUN_020038,
FUN_020522,
FUN_020864,
FUN_021207,
FUN_021276,
FUN_021302,
FUN_021424,
FUN_022012,
FUN_022151,
FUN_022310,
FUN_022322,
FUN_022356,
FUN_022375,
FUN_022430,
FUN_023115,
FUN_023356,REXO1_12
FUN_023463,
FUN_023474,
FUN_023497,
FUN_023534,
FUN_023851,
FUN_023869,
FUN_023932,
FUN_023962,
FUN_023967,
FUN_024062,
FUN_024106,
FUN_000519,
FUN_001110,
FUN_001363,
FUN_001631,
FUN_030172,
FUN_002590,
FUN_003682,
FUN_004357,
FUN_005052,
FUN_005589,IL16_1
FUN_005870,
FUN_005983,
FUN_006027,
FUN_006236,
FUN_006333,
FUN_006556,
FUN_006712,
FUN_006988,
FUN_007373,
FUN_007871,
FUN_008119,
FUN_008426,
FUN_008579,
FUN_009564,
FUN_009913,
FUN_010410,
FUN_010566,
FUN_010770,
FUN_010972,
FUN_011175,TANGO9_2
FUN_011283,
FUN_011388,
FUN_011414,
FUN_011527,EXO84
FUN_011699,NOP10
FUN_011724,
FUN_011909,
FUN_012080,
FUN_012184,
FUN_012752,
FUN_013056,
FUN_013296,
FUN_013802,
FUN_014099,GABA-B-R2_1
FUN_014699,GABA-B-R2_2
FUN_014890,GABA-B-R2_3
FUN_015440,
FUN_030173,
FUN_015837,PDAP1
FUN_015891,
FUN_015982,
FUN_016121,GAPDH2
FUN_016166,
FUN_016230,UBE2I
FUN_016300,
FUN_016321,
FUN_016654,
FUN_016748,
FUN_016878,
FUN_017363,
FUN_018029,
FUN_018131,
FUN_018261,PICK1
FUN_018414,
FUN_018459,
FUN_018556,
FUN_018671,USE1
FUN_018710,GUF1
FUN_018838,
FUN_019045,
FUN_019143,
FUN_019255,
FUN_020147,
FUN_020500,
FUN_020520,
FUN_020608,
FUN_020703,
FUN_020966,
FUN_021263,
FUN_021625,
FUN_021721,
FUN_021912,GALE3
FUN_022026,
FUN_022058,
FUN_022147,
FUN_022304,
FUN_022354,RNH1_8
FUN_022386,
FUN_030174,
FUN_022501,
FUN_022538,
FUN_022562,
FUN_022593,ALDH9A1A
FUN_022616,
FUN_022745,
FUN_022816,
FUN_022858,
FUN_022865,O-FUT1
FUN_022909,
FUN_022942,
FUN_023002,TSR2
FUN_023023,
FUN_023072,
FUN_023127,PDE6D
FUN_023262,RAPGEF4
FUN_023456,
FUN_023536,
FUN_023628,
FUN_023693,
FUN_002460,
FUN_003248,
FUN_003351,LRRC57
FUN_003512,
FUN_003855,NAA20
FUN_003948,
FUN_004232,
FUN_004384,
FUN_004715,
FUN_005015,
FUN_005647,SRD5A1_1
FUN_005730,
FUN_006218,
FUN_030189,
FUN_008414,
FUN_008667,
FUN_009060,
FUN_009535,
FUN_009674,
FUN_010337,
FUN_010432,
FUN_010974,REG1A_10
FUN_011121,
FUN_011316,
FUN_011526,COL2A1B_2
FUN_012051,
FUN_012196,SRD5A1_2
FUN_012252,
FUN_012446,
FUN_012773,KDM4B_2
FUN_013005,DSCAML1_10
FUN_013260,DSCAML1_11
FUN_013927,TOP2B_8
FUN_014103,
FUN_014230,CSNK1G1_3
FUN_014445,CSNK1G1_4
FUN_014509,
FUN_014637,PA2G4_1
FUN_014809,CSNK1G1_5
FUN_014886,
FUN_015061,CSNK1G1_6
FUN_015334,CSNK1G1_7
FUN_015386,
FUN_015587,CSNK1G1_8
FUN_015873,
FUN_015978,CSNK1G1_9
FUN_016257,
FUN_016384,COL3A1_7
FUN_016808,
FUN_017068,
FUN_017414,
FUN_017475,LSM8
FUN_017489,
FUN_017557,ACY1
FUN_017631,
FUN_017718,
FUN_017765,
FUN_018079,DDX23_2
FUN_018221,
FUN_018449,
FUN_018541,
FUN_018665,
FUN_018776,
FUN_018851,
FUN_018975,
FUN_030190,
FUN_019499,
FUN_030191,
FUN_019950,
FUN_020026,
FUN_020078,
FUN_020178,
FUN_020205,
FUN_020248,
FUN_020301,
FUN_020411,
FUN_020507,
FUN_020655,
FUN_020731,
FUN_020778,
FUN_020924,
FUN_021081,
FUN_021193,
FUN_021374,PMF1
FUN_021396,GRIP75_1
FUN_021445,
FUN_021685,
FUN_021716,
FUN_021803,
FUN_021997,
FUN_022514,OTUD1_5
FUN_022677,
FUN_022691,
FUN_022701,
FUN_022734,KDM4B_3
FUN_022830,
FUN_023081,
FUN_023250,
FUN_023381,
FUN_001877,
FUN_002148,
FUN_002357,
FUN_002830,
FUN_003014,
FUN_003336,
FUN_003892,
FUN_004474,
FUN_004727,
FUN_004900,
FUN_005394,
FUN_006042,
FUN_006726,
FUN_007188,
FUN_007405,
FUN_007640,
FUN_007835,
FUN_008481,
FUN_008522,
FUN_009028,
FUN_010161,
FUN_011057,
FUN_011861,
FUN_012016,
FUN_012589,
FUN_012898,
FUN_013171,
FUN_014293,MED22
FUN_014333,
FUN_014473,
FUN_014994,ADD1
FUN_015219,
FUN_015626,
FUN_015800,INX2_1
FUN_015872,INX2_2
FUN_015961,
FUN_016172,
FUN_016269,
FUN_016335,
FUN_016516,
FUN_016751,
FUN_016925,
FUN_017018,SMC3
FUN_017208,COG7
FUN_017333,
FUN_017486,
FUN_017529,
FUN_017706,
FUN_017789,
FUN_017927,
FUN_018085,
FUN_018158,ARP8
FUN_018591,
FUN_018914,
FUN_019137,
FUN_019907,
FUN_020016,
FUN_020183,
FUN_020395,
FUN_020495,
FUN_020615,
FUN_020649,
FUN_020762,
FUN_021251,
FUN_021402,
FUN_021480,SF3A2
FUN_021529,
FUN_021680,
FUN_021756,
FUN_021971,
FUN_022234,
FUN_022245,
FUN_022377,DMAP1
FUN_022432,METTL5
FUN_022445,
FUN_022466,
FUN_022548,
FUN_022644,
FUN_022892,
FUN_000786,
FUN_001404,
FUN_001955,
FUN_002039,
FUN_002325,
FUN_003429,
FUN_003779,
FUN_003968,
FUN_004022,
FUN_030226,
FUN_005773,
FUN_006152,
FUN_006972,
FUN_007026,
FUN_007264,
FUN_008353,
FUN_008634,RPA1_3
FUN_009163,
FUN_009322,
FUN_009485,
FUN_009698,REC8_2
FUN_010517,
FUN_010527,
FUN_010682,
FUN_010744,
FUN_010804,
FUN_010834,
FUN_010896,
FUN_011070,
FUN_011093,
FUN_011150,
FUN_011282,
FUN_011339,RAT1_2
FUN_012011,
FUN_012382,RECQL4_2
FUN_012538,
FUN_012715,
FUN_012764,
FUN_013295,
FUN_013711,
FUN_013746,
FUN_013800,
FUN_013839,
FUN_014014,
FUN_014119,RPA1_4
FUN_014296,RNF17_1
FUN_014388,
FUN_014495,HNRNPUL1_2
FUN_014649,
FUN_014720,
FUN_015436,
FUN_015777,
FUN_015931,
FUN_016174,
FUN_016902,
FUN_017058,EFHD2
FUN_017257,
FUN_017497,
FUN_018256,
FUN_018483,
FUN_018626,
FUN_018812,
FUN_018901,
FUN_018944,
FUN_019034,
FUN_019194,
FUN_019575,
FUN_019722,
FUN_019736,
FUN_019745,
FUN_019922,
FUN_020136,
FUN_020202,
FUN_020328,
FUN_020521,
FUN_020670,
FUN_020816,
FUN_021005,
FUN_021200,
FUN_021524,RPI1_5
FUN_021576,RPI1_6
FUN_021600,
FUN_021618,
FUN_021708,
FUN_021854,
FUN_021900,
FUN_021998,
FUN_022087,PAX7_1
FUN_022124,
FUN_022213,
FUN_022228,
FUN_022279,
FUN_022294,
FUN_001942,
FUN_008096,
FUN_008341,
FUN_008665,
FUN_008866,
FUN_008952,
FUN_009103,
FUN_009303,
FUN_009384,
FUN_009514,
FUN_009672,
FUN_009734,
FUN_010205,
FUN_010225,
FUN_010715,
FUN_011372,
FUN_011575,
FUN_011636,
FUN_011704,
FUN_011885,
FUN_012608,
FUN_012803,
FUN_012851,
FUN_013871,
FUN_013915,
FUN_014261,
FUN_014334,
FUN_014703,
FUN_014842,
FUN_015250,
FUN_015535,
FUN_016464,
FUN_016562,
FUN_016604,
FUN_016684,
FUN_017237,
FUN_030239,
FUN_018420,
FUN_018737,NDUFS2_3
FUN_018779,
FUN_001138,
FUN_001435,
FUN_001836,
FUN_002257,
FUN_003105,
FUN_004832,
FUN_005006,
FUN_005393,
FUN_005658,
FUN_005895,
FUN_006736,
FUN_007132,
FUN_007450,
FUN_007724,CHT5
FUN_008215,
FUN_008529,
FUN_008715,
FUN_008900,
FUN_009534,
FUN_010029,
FUN_012291,
FUN_012430,
FUN_012633,
FUN_012929,
FUN_013118,
FUN_013348,
FUN_013462,
FUN_013601,
FUN_014027,
FUN_014182,SNX12
FUN_014238,CUL5
FUN_014538,
FUN_014643,
FUN_014733,
FUN_014817,
FUN_015307,
FUN_015426,ADK1_1
FUN_015571,ADK1_2
FUN_015687,
FUN_016092,SLU7_2
FUN_016207,SLU7_3
FUN_030269,
FUN_016558,
FUN_017203,
FUN_017749,
FUN_018635,
FUN_018708,
FUN_018864,
FUN_018959,
FUN_019011,
FUN_019092,
FUN_019162,
FUN_019182,
FUN_019362,
FUN_019407,
FUN_019524,
FUN_019577,
FUN_019777,
FUN_019805,
FUN_019970,
FUN_020086,
FUN_020333,
FUN_020601,
FUN_020691,FKBP13_2
FUN_020753,
FUN_020867,AHNAK2_1
FUN_020967,
FUN_021083,AHNAK2_2
FUN_021170,
FUN_001746,
FUN_002606,GPRNPY2_2
FUN_005817,
FUN_006926,
FUN_007022,
FUN_007289,
FUN_007357,
FUN_007385,
FUN_007689,
FUN_007907,
FUN_008786,
FUN_008835,
FUN_008930,
FUN_009120,
FUN_010550,
FUN_030278,
FUN_011212,
FUN_011319,
FUN_011504,
FUN_011739,
FUN_011959,
FUN_012157,
FUN_012227,
FUN_012496,
FUN_012778,
FUN_012948,
FUN_013262,
FUN_013587,
FUN_013642,REG1A_11
FUN_013688,
FUN_013743,
FUN_013790,NACHRALPHA2_1
FUN_013867,NACHRA2_3
FUN_013950,NACHRA2_4
FUN_014009,NACHRA2_5
FUN_014240,
FUN_014299,
FUN_014320,
FUN_014865,
FUN_015074,
FUN_015172,
FUN_015190,
FUN_015226,
FUN_015335,
FUN_015396,
FUN_015478,
FUN_015901,
FUN_016322,
FUN_016483,
FUN_016522,
FUN_016947,
FUN_017008,
FUN_017056,
FUN_017088,
FUN_017122,
FUN_017139,
FUN_017193,
FUN_017815,
FUN_017801,
FUN_017899,TC2N
FUN_018057,
FUN_018364,
FUN_018555,
FUN_018897,
FUN_018998,
FUN_019128,
FUN_019213,
FUN_019234,
FUN_019315,
FUN_019451,
FUN_019503,
FUN_019517,
FUN_019607,
FUN_019802,
FUN_019845,
FUN_020142,
FUN_020237,
FUN_001205,
FUN_002683,
FUN_003649,
FUN_004797,
FUN_005385,
FUN_005713,
FUN_006309,
FUN_006735,
FUN_007163,
FUN_007448,SBNO1_18
FUN_007477,SBNO1_19
FUN_007708,SBNO1_20
FUN_009093,
FUN_009248,
FUN_009294,
FUN_009844,
FUN_010583,
FUN_011292,
FUN_011333,
FUN_011353,
FUN_011662,
FUN_011695,
FUN_011788,
FUN_012292,
FUN_012586,
FUN_013478,
FUN_013962,
FUN_014067,
FUN_014164,
FUN_014211,
FUN_014310,
FUN_014774,
FUN_015154,
FUN_015861,
FUN_016125,
FUN_016150,
FUN_016388,
FUN_016880,
FUN_016928,
FUN_017076,
FUN_017181,
FUN_017221,
FUN_017245,
FUN_017388,
FUN_017482,
FUN_017580,
FUN_017627,
FUN_017676,
FUN_017780,
FUN_017888,
FUN_017959,
FUN_018044,
FUN_018109,
FUN_018196,
FUN_018231,
FUN_018377,
FUN_018683,
FUN_018951,
FUN_030300,
FUN_019286,
FUN_019374,
FUN_019434,SBNO1_30
FUN_019520,SBNO1_31
FUN_002063,
FUN_002640,
FUN_002997,
FUN_003334,PDM3
FUN_003579,
FUN_003647,
FUN_004088,
FUN_004481,CTDNEP1A
FUN_004643,
FUN_005736,MYO1A
FUN_006440,
FUN_006722,
FUN_006969,
FUN_007207,
FUN_007422,
FUN_007592,
FUN_008172,
FUN_008252,
FUN_008311,YL-1
FUN_008499,
FUN_008620,
FUN_008920,
FUN_009094,
FUN_009148,
FUN_009427,
FUN_009912,
FUN_009981,
FUN_010078,CIAO1
FUN_010172,BUD23
FUN_010280,
FUN_010447,
FUN_010634,
FUN_010742,
FUN_010843,
FUN_011034,
FUN_011073,
FUN_011176,
FUN_011242,
FUN_011693,
FUN_012029,
FUN_012154,
FUN_012243,
FUN_012277,
FUN_012488,
FUN_012612,RNH1_3
FUN_012696,VAMP3
FUN_012769,
FUN_012821,
FUN_012906,
FUN_012962,
FUN_013244,
FUN_013775,
FUN_013970,RPT2
FUN_014142,
FUN_014493,
FUN_014611,
FUN_014745,
FUN_014869,
FUN_015076,
FUN_015281,
FUN_015509,
FUN_015811,
FUN_015973,
FUN_016386,
FUN_016535,
FUN_016630,
FUN_016830,
FUN_017661,
FUN_017879,
FUN_018006,
FUN_018099,RPP25
FUN_018344,
FUN_018553,
FUN_018648,
FUN_018817,CABP1
FUN_001093,
FUN_002801,
FUN_004595,
FUN_006409,
FUN_006468,
FUN_006800,
FUN_006905,
FUN_006971,
FUN_007383,
FUN_007411,
FUN_007476,
FUN_008613,
FUN_008711,
FUN_009089,
FUN_009146,
FUN_009225,
FUN_009380,
FUN_009557,
FUN_009727,
FUN_010176,
FUN_011289,ASPRV1_3
FUN_011387,
FUN_011628,ASPRV1_4
FUN_011668,
FUN_012812,
FUN_012871,
FUN_013890,SKIV2L_2
FUN_014122,
FUN_014161,
FUN_014191,
FUN_014215,
FUN_014251,
FUN_030315,
FUN_030316,
FUN_015517,
FUN_015538,
FUN_015768,
FUN_015975,
FUN_016375,
FUN_016458,
FUN_017424,
FUN_017546,
FUN_030317,
FUN_017836,
FUN_018466,
FUN_000102,
FUN_001487,
FUN_001731,
FUN_002074,
FUN_002279,
FUN_002557,
FUN_002849,
FUN_002925,
FUN_003124,
FUN_003239,
FUN_003601,
FUN_003951,
FUN_004077,KAP3
FUN_004430,
FUN_004877,
FUN_004967,
FUN_005030,
FUN_005097,
FUN_005228,
FUN_006317,
FUN_030327,
FUN_008441,METTL24_15
FUN_008539,METTL24_16
FUN_008646,
FUN_008730,
FUN_008854,
FUN_009227,
FUN_009420,
FUN_009621,
FUN_009877,
FUN_009895,
FUN_009933,
FUN_009989,
FUN_010091,
FUN_010266,
FUN_010904,
FUN_011076,
FUN_011313,
FUN_011564,
FUN_011610,
FUN_011653,
FUN_011799,
FUN_011957,
FUN_012172,
FUN_012386,
FUN_012585,
FUN_012643,
FUN_012756,RPS7_1
FUN_012819,RNH1_4
FUN_030328,
FUN_013215,
FUN_013282,
FUN_013458,
FUN_013579,
FUN_013729,RNH1_5
FUN_013807,
FUN_014168,SLC5A7_3
FUN_014361,
FUN_014533,
FUN_014736,
FUN_014940,
FUN_015897,
FUN_016119,
FUN_016435,
FUN_016554,
FUN_016720,
FUN_016825,
FUN_017583,
FUN_017605,
FUN_017707,EIF4A2
FUN_017826,
FUN_017871,LRRC9
FUN_018048,
FUN_018164,
FUN_002818,
FUN_003287,
FUN_006637,
FUN_006710,
FUN_007451,
FUN_007718,
FUN_008890,
FUN_008939,
FUN_009747,
FUN_010063,
FUN_010511,
FUN_010699,
FUN_011859,
FUN_012176,2-Sep
FUN_013574,
FUN_014155,
FUN_014398,
FUN_014651,
FUN_030342,
FUN_015372,
FUN_015575,
FUN_017426,KEK6_1
FUN_000018,
FUN_030358,
FUN_002942,CHI3L2
FUN_003356,
FUN_003424,
FUN_004809,FUT9C_1
FUN_004928,
FUN_005080,
FUN_030359,
FUN_005608,
FUN_005815,
FUN_005896,
FUN_006150,CASD1_3
FUN_006266,
FUN_006544,
FUN_006956,
FUN_007196,METTL24_14
FUN_007305,
FUN_007513,FUT9C_2
FUN_008404,
FUN_008456,
FUN_008567,
FUN_009458,
FUN_009562,
FUN_009996,
FUN_010109,
FUN_010309,EIF2S3_1
FUN_011061,
FUN_011360,
FUN_011429,
FUN_011707,
FUN_012283,
FUN_012419,
FUN_012442,THOC2_2
FUN_012784,
FUN_014249,
FUN_014662,
FUN_014802,
FUN_014859,
FUN_014898,
FUN_015151,REG1A_12
FUN_015319,
FUN_015383,
FUN_015431,
FUN_015477,
FUN_015555,
FUN_015895,
FUN_015929,
FUN_015994,
FUN_016162,
FUN_016422,
FUN_016439,
FUN_016537,
FUN_016563,
FUN_030360,
FUN_016897,
FUN_003433,
FUN_004801,
FUN_006070,
FUN_006245,
FUN_006428,
FUN_006950,
FUN_008621,
FUN_008680,
FUN_008748,
FUN_009361,
FUN_010044,
FUN_010336,
FUN_010351,
FUN_011139,
FUN_011228,
FUN_011314,
FUN_012042,
FUN_012208,
FUN_013755,
FUN_014031,
FUN_014169,
FUN_014353,
FUN_014440,
FUN_014456,
FUN_014691,
FUN_015569,
FUN_015825,
FUN_015951,
FUN_015965,
FUN_015984,
FUN_015990,
FUN_016005,
FUN_016009,
FUN_016355,
FUN_016362,
FUN_016481,
FUN_016490,
FUN_016525,
FUN_016533,
FUN_016913,
FUN_016917,
FUN_016924,
FUN_016933,
FUN_016945,
FUN_017045,
FUN_017052,
FUN_000572,
FUN_001515,
FUN_001574,
FUN_001632,
FUN_001916,
FUN_002313,
FUN_002985,
FUN_004157,
FUN_004180,
FUN_004259,
FUN_004505,
FUN_004742,
FUN_006114,
FUN_006618,COL3A1_3
FUN_006773,
FUN_006883,
FUN_006998,
FUN_007885,GPROP12_4
FUN_008403,
FUN_008902,
FUN_009266,
FUN_009350,
FUN_009655,
FUN_009757,
FUN_010353,
FUN_011362,
FUN_011465,
FUN_012038,
FUN_012189,
FUN_012408,SEC63
FUN_012620,
FUN_013611,TMEM14C
FUN_013722,
FUN_013971,MPP6
FUN_014018,
FUN_014065,ARFRP1
FUN_014128,FANCD2
FUN_014406,
FUN_014818,
FUN_015293,
FUN_015382,
FUN_015703,TFIP11_1
FUN_015980,
FUN_016155,
FUN_030404,
FUN_002239,
FUN_003439,
FUN_003580,
FUN_004216,
FUN_005473,
FUN_005901,
FUN_006308,
FUN_006388,
FUN_006498,
FUN_006946,
FUN_007098,
FUN_007765,
FUN_007901,
FUN_008179,
FUN_009029,
FUN_009299,
FUN_009332,
FUN_009640,
FUN_009761,
FUN_010106,
FUN_010719,PAIP2
FUN_010824,
FUN_011014,
FUN_011153,
FUN_011517,
FUN_011670,BLOC1S6
FUN_011754,
FUN_012101,
FUN_012557,
FUN_012712,
FUN_012892,
FUN_013075,
FUN_013193,
FUN_013318,
FUN_013351,
FUN_013388,
FUN_013436,
FUN_014826,
FUN_015564,
FUN_015721,
FUN_015798,
FUN_016199,
FUN_016371,
FUN_016416,
FUN_003491,
FUN_003534,
FUN_003571,
FUN_003629,
FUN_003658,
FUN_003866,
FUN_003980,
FUN_004152,
FUN_004268,
FUN_004679,
FUN_004834,
FUN_005215,
FUN_005465,
FUN_005612,
FUN_005783,
FUN_005950,
FUN_006533,
FUN_006562,
FUN_006655,
FUN_008230,
FUN_008495,
FUN_008617,
FUN_009328,
FUN_009511,
FUN_009550,
FUN_009960,
FUN_010495,GPRDIH1_5
FUN_010780,GPRDIH1_6
FUN_010918,GPRDIH1_7
FUN_011145,
FUN_011167,
FUN_011640,
FUN_012395,
FUN_012676,
FUN_013202,GPRDIH1_8
FUN_013512,
FUN_014131,DCR-2_3
FUN_014605,
FUN_014710,
FUN_014889,
FUN_015677,
FUN_015803,
FUN_000852,
FUN_001356,
FUN_001976,
FUN_002732,
FUN_002831,
FUN_003535,
FUN_004033,
FUN_005016,
FUN_005409,
FUN_005853,
FUN_006069,
FUN_006250,
FUN_007145,
FUN_007674,
FUN_008039,
FUN_008321,
FUN_008928,
FUN_009540,
FUN_009582,
FUN_010124,
FUN_010597,
FUN_011722,
FUN_011994,
FUN_012274,RANBP11_3
FUN_012631,
FUN_012806,RANBP11_4
FUN_012941,
FUN_012975,
FUN_013107,
FUN_013316,
FUN_013557,
FUN_014193,
FUN_014207,
FUN_014231,
FUN_014974,
FUN_015068,
FUN_001811,
FUN_002317,NARG2
FUN_002699,
